"DATE","ADJCLOSE","FEDFUNDS","GDP","UNRATE","CPIAUCSL","USSTHPI","WTISPLC"
2020-09-01,3363,0.09,21362.428,7.9,260.029,462.43,39.63
2020-10-01,3269.96,0.09,21704.706,6.9,260.286,472.6,39.4
2020-11-01,3621.63,0.09,21704.706,6.7,260.813,472.6,40.94
2020-12-01,3756.07,0.09,21704.706,6.7,262.035,472.6,47.02
2021-01-01,3714.24,0.09,22313.85,6.3,262.65,483.96,52
2021-02-01,3811.15,0.08,22313.85,6.2,263.638,483.96,59.04
2021-03-01,3972.89,0.07,22313.85,6.1,264.914,483.96,62.33
2021-04-01,4181.17,0.07,23046.934,6.1,266.67,510.9,61.72
2021-05-01,4204.11,0.06,23046.934,5.8,268.444,510.9,65.17
2021-06-01,4297.5,0.08,23046.934,5.9,270.559,510.9,71.38
2021-07-01,4395.26,0.1,23550.42,5.4,271.764,539.41,72.49
2021-08-01,4522.68,0.09,23550.42,5.2,272.87,539.41,67.73
2021-09-01,4307.54,0.08,23550.42,4.8,274.028,539.41,71.65
2021-10-01,4605.38,0.08,24349.121,4.5,276.522,558.11,81.48
2021-11-01,4567,0.08,24349.121,4.2,278.711,558.11,79.15
2021-12-01,4766.18,0.08,24349.121,3.9,280.887,558.11,71.71
2022-01-01,4515.55,0.08,24740.48,4,282.599,578.71,83.22
2022-02-01,4373.94,0.08,24740.48,3.8,284.61,578.71,91.64
2022-03-01,4530.41,0.2,24740.48,3.6,287.472,578.71,108.5
2022-04-01,4131.93,0.33,25248.476,3.6,288.611,617.95,101.78
2022-05-01,4132.15,0.77,25248.476,3.6,291.268,617.95,109.55
2022-06-01,3785.38,1.21,25248.476,3.6,294.728,617.95,114.84
2022-07-01,4130.29,1.68,25723.941,3.5,294.628,628.4,101.62
2022-08-01,3955,2.33,25723.941,3.7,295.32,628.4,93.67
2022-09-01,3585.62,2.56,25723.941,3.5,296.539,628.4,84.26
2022-10-01,3871.98,3.08,26137.992,3.7,297.987,623.26,87.55
2022-11-01,4080.11,3.78,26137.992,3.6,298.598,623.26,84.37
2022-12-01,3839.5,4.1,26137.992,3.5,298.99,623.26,76.44
2023-01-01,4076.6,4.33,26486.287,3.4,300.536,625.38,78.12
